,pretty_formula,crystal_system,spacegroup,experimentally_observed,"energy_above_hull, eV/atom",Ef,total_atoms,Gf_400,Gf_500,Gf_600,Gf_700,Gf_800,Gf_900,Gf_1000,Gf_1100,Gf_1200,Gf_1300,Gf_1400,Gf_1500,Gf_1600,Gf_1700,Gf_1800,Gf_1900,Gf_2000
mp-1120789,K6Sn2S7,Orthorhombic,P2_12_12_1,False,0.0,-1.224162457899999,15.0,-17.80120599950312,-17.567660784274878,-17.311207324589915,-17.046092954702516,-16.767523249565354,-16.395514033653697,-15.649581029341721,-14.615210999252163,-13.376810577098535,-12.130151256049594,-10.874424662131801,-9.609122333897446,-8.333944348848505,-7.048721511686168,-5.753408988697011,-4.44800535140466,-3.1325700919978274
mp-1147618,K6ZnS4,Hexagonal,P6_3mc,False,0.0,-1.2663517130681818,11.0,-13.258674296645262,-13.01830091082859,-12.78331978174925,-12.543108529072326,-12.283017489736121,-11.966660555412545,-11.433339185192647,-10.61275643703583,-9.57113532632779,-8.441530516281993,-7.306016729676614,-6.164182988687404,-5.015774007867943,-3.8606289173818666,-2.69869483606335,-1.5299350631527273,-0.35437501962532636
mp-1204678,K7(FeS2)5,Monoclinic,C2/c,True,0.0,-1.041108808215909,22.0,-22.25347148827177,-21.971951991253754,-21.69829841932879,-21.41214801421083,-21.101908865436958,-20.650964635503172,-19.655909640218166,-18.313827354675738,-16.710309894530944,-15.090840582168628,-13.454187715816552,-11.799574942769672,-10.126524857912223,-8.43476132451493,-6.72418376239881,-4.951473706044929,-3.158034539249869
mp-14889,K9Fe2S7,Cubic,P2_13,True,0.0,-1.158531823624999,18.0,-19.926215855716535,-19.578877012452132,-19.239127096381708,-18.890716378061622,-18.524776866396593,-18.05954903596188,-17.212931310014234,-15.93228243188147,-14.339813199766624,-12.736504336290444,-11.121330136365074,-9.49364489668595,-7.853050051396565,-6.199303699993337,-4.532328307760963,-2.834766923962519,-1.1232046978398031
mp-18577,KAg3S2,Cubic,Fd-3m,True,0.009250882175926733,-0.48976443596064456,6.0,-2.7480551397311404,-2.6808312151495253,-2.6191847296873316,-2.55680984946582,-2.4903052578007765,-2.3958621836894354,-2.192736571468318,-1.937981187024989,-1.6452019755482281,-1.3278406638075309,-0.9945593403644919,-0.6549980159864566,-0.30920400156227323,0.04273491644758565,0.4007069104257326,0.7645948132541438,1.1342653809930212
mp-28468,KAg5S3,Hexagonal,P-62c,True,0.0,-0.3993050578356474,9.0,-3.307423937912204,-3.210570422132525,-3.1225406491124055,-3.0337007112736187,-2.938839290168584,-2.802169642725295,-2.502529564289805,-2.1485852120367213,-1.753555266924844,-1.3180386563629074,-0.8565303010359789,-0.3851334777055252,0.09605027259444417,0.586860250118292,1.0871059119682087,1.5965887059954156,2.115089074110095
mp-7077,KAuS,Orthorhombic,Cmcm,True,0.0,-0.8775541588541671,3.0,-2.497715913614532,-2.4501052613886944,-2.404862019710803,-2.359023974859606,-2.3110174312333176,-2.249038537092282,-2.1327872965268186,-1.9677155213038429,-1.7678019108146574,-1.5656003594851025,-1.3546899812441087,-1.1377624713753338,-0.9183316651438957,-0.6963999985587064,-0.4719912560819246,-0.24513189192603413,-0.01586158086706746
mp-3592,KAuS5,Orthorhombic,Ibam,True,0.0,-0.4065271125446413,7.0,-2.748168714007959,-2.684421918844526,-2.620920195443647,-2.553082989535178,-2.4783798002089004,-2.340756793723101,-1.9405117167485377,-1.4909866307742625,-1.0055388579242317,-0.5162961469875205,-0.016543000398110408,0.4912346771745124,1.0036594116190436,1.520823634338523,2.0427602903267363,2.5694781303641463,3.1009536753422307
mp-15012,KBS2,Trigonal,R-3c,True,0.0,-1.1253750374374991,4.0,-4.45636222601722,-4.42907401050005,-4.405216650994604,-4.380863676154459,-4.3538933327518174,-4.301256861772651,-4.142691768454803,-3.935563350455327,-3.6936866714044227,-3.44951841719354,-3.2028095792711966,-2.9533968606750824,-2.701179138889509,-2.4460947122795993,-2.1881189807359314,-1.9272385043067561,-1.6634619616573616
mp-1223584,KBi3S5,Orthorhombic,Pnma,False,0.0,-0.836971433861113,9.0,-7.410487215794767,-7.3405280300900895,-7.236950756808648,-7.100071221491357,-6.955056921050534,-6.745468161178229,-6.271391636013054,-5.746077634978155,-5.1828837207237815,-4.613995077589802,-4.038982026582579,-3.457573278468857,-2.869626813107338,-2.275078424817945,-1.6739227711277067,-1.066191538869539,-0.3003967668297598
mp-1223443,KBiS2,Trigonal,R-3m,False,0.0,-1.049449788062498,4.0,-4.039653243615959,-3.9796063728072983,-3.9088254619125244,-3.8265399705589385,-3.7406815216912026,-3.628542341940732,-3.4100734412352134,-3.142780035353688,-2.840572539535417,-2.5359832991007742,-2.2288109813028107,-1.9189285642478735,-1.6062660183362762,-1.2907875526964698,-0.9724872229686365,-0.6513723178116848,-0.2769493652975523
mp-38077,KCe5S8,Tetragonal,I-4,False,0.03762360785714236,-2.295874751160714,14.0,-31.34862043887181,-31.088767490966625,-30.8315977735949,-30.565257531690968,-30.283137336217727,-29.894008412783947,-29.077253631007242,-28.178683402926204,-27.21563682218501,-26.239048144718037,-25.248591003055587,-24.244171134090124,-23.22582845261937,-22.193687988566705,-21.147957469605323,-20.088858809627467,-19.016653507970588
mp-7329,KCeS2,Trigonal,R-3m,True,0.0,-2.1450660823437495,4.0,-8.374499843222605,-8.30191506897854,-8.230433327768539,-8.15663288991586,-8.078642818381756,-7.973543907968853,-7.7611192668584525,-7.494237120623871,-7.187714761220953,-6.877903780485074,-6.564669177223411,-6.24794818823538,-5.9277215690174145,-5.603997058780368,-5.276811206816281,-4.946204467561131,-4.612232159054205
mp-1189266,KCr3S5,Monoclinic,C2/m,True,0.0,-1.1141055305277818,9.0,-9.905387355297261,-9.837446851532643,-9.773659934544787,-9.706283146048104,-9.631035882213869,-9.490800623165384,-9.085172794968512,-8.62699226055523,-8.129268341916614,-7.6238473106081734,-7.110004104934276,-6.587184490126109,-6.0549572819235955,-5.512972219819481,-4.960941015805217,-4.398618629761351,-3.825777918217881
mp-12178,KCr5S8,Monoclinic,C2/m,True,0.0,-1.086912289089285,14.0,-15.095001855038602,-15.009354781311577,-14.930158363106344,-14.845382652166606,-14.748350851470576,-14.547761636489714,-13.92301860545229,-13.242433077273617,-12.518229360916312,-11.781680625099124,-11.031636540078425,-10.267209973388752,-9.487704974149228,-8.692552163825944,-7.881275225940161,-7.053469033911532,-6.208752500146851
mp-4026,KCrS2,Trigonal,R-3m,True,0.0,-1.1809625930624996,4.0,-4.594116056433419,-4.5417872053506,-4.491314872299511,-4.439242088965287,-4.383684444712236,-4.301708224315529,-4.113100681678601,-3.875230223750105,-3.6018911855495777,-3.32550294146927,-3.0457656978615724,-2.762458117654311,-2.4754137832082055,-2.184501552042649,-1.8896211646192969,-1.5906876672796013,-1.2876278606767304
mp-9868,KCu3S2,Monoclinic,C2/m,True,0.0058589324999989145,-0.6251568928749999,6.0,-3.5286219633202025,-3.4541677509780593,-3.3855552675413128,-3.316456914090028,-3.243486920397989,-3.1428707176700277,-2.93390778032506,-2.673675748583447,-2.375777458342375,-2.072456522674905,-1.7505446938209257,-1.4050403284046489,-1.0534338631894133,-0.6958037567608901,-0.332255618153269,0.03709960409862312,0.4121348846381885
mp-27677,KCu4S3,Tetragonal,P4/mmm,True,0.0,-0.589960761843749,8.0,-4.4569452564866765,-4.366596983619089,-4.283536395724121,-4.199562309449743,-4.110269535177176,-3.980374671062235,-3.6890573448786235,-3.34519646514976,-2.9621225270688836,-2.571871771258607,-2.156878760809777,-1.7104672101358638,-1.2559520012200451,-0.7934330815724806,-0.3230462538245238,0.1550633144588236,0.6407295381654485
mp-1223529,KCu7S4,Triclinic,P1,False,0.01681927609374423,-0.452629962270833,12.0,-5.074991898686134,-4.956567082528945,-4.850828988938732,-4.744764851541651,-4.631389625195424,-4.46301839990986,-4.0781723922327995,-3.6371891907357625,-3.152892957133826,-2.656910887516638,-2.118633283275406,-1.5264628274984258,-0.9212559184053379,-0.303224403985741,0.3273769676095881,0.9702827692286071,1.6252016386589112
mp-28270,KCuS,Orthorhombic,Pnma,True,0.0,-0.9216645490833338,3.0,-2.6829655994090817,-2.6487884936674213,-2.617030620000369,-2.584706963214943,-2.5502313905429586,-2.5017845037867583,-2.3990549063007998,-2.24749026412986,-2.06108275026218,-1.8723841862625306,-1.6769470497951389,-1.4730675342521735,-1.2665530956688267,-1.0574154979288028,-0.8456857805079974,-0.6313976526326259,-0.4145959712313889
mp-15785,KDyS2,Trigonal,R-3m,False,0.0,-2.1710968410937497,4.0,-8.432087196405469,-8.347830931100292,-8.265009356599814,-8.180342734210353,-8.092056514932747,-7.977290570110023,-7.755877756589077,-7.4851968456239,-7.1790121157485585,-6.869702520564512,-6.556917481328018,-6.2403776208570445,-5.919860554263511,-5.5929352997135515,-5.25497239623854,-4.912883832709859,-4.566763275096527
mp-4326,KErS2,Trigonal,R-3m,False,0.0,-2.1653999281770826,4.0,-8.411402122312293,-8.327583923020429,-8.245068787855544,-8.160579050985021,-8.072348454853962,-7.9575282715412605,-7.735976232226612,-7.465121893260135,-7.158811411188025,-6.849513909068127,-6.536974159765766,-6.221015392721694,-5.90151264751796,-5.578374166034222,-5.2509669634380485,-4.909059431150435,-4.563731398792786
mp-1018137,KEuS2,Trigonal,R-3m,True,0.0,-1.798490463593751,4.0,-6.947171901227842,-6.864455650114341,-6.7832694414146,-6.70037395722573,-6.614047506505764,-6.501490073568659,-6.2826081018291715,-6.014672573765833,-5.709673398839802,-5.4018665063482345,-5.091081656460179,-4.777221883767451,-4.460240996572624,-4.140123932614817,-3.71207851133169,-3.2883273916469644,-2.862133125885048
mp-22035,KFe2S3,Orthorhombic,Cmcm,True,0.0,-0.9238636099583335,6.0,-5.429899977475391,-5.374623625964078,-5.321272332373033,-5.264106153894674,-5.199747611747048,-5.093171683696629,-4.823211450422372,-4.500164223596164,-4.13274606915094,-3.7602903032224226,-3.3824684977115806,-2.99907405510468,-2.6099806841762554,-2.215119152160982,-1.8144618867695375,-1.3906912206897193,-0.9603621214453035
mp-3827,KFeS2,Monoclinic,C2/c,True,0.004089190535716547,-0.9953896730625003,4.0,-3.8834453045612563,-3.838311730595124,-3.794362031244647,-3.747968227156974,-3.697038621589766,-3.6183741731016834,-3.431370364854593,-3.1939853327705654,-2.9176316945037435,-2.6383024369250005,-2.355771352954589,-2.0698948378103275,-1.7805842061429287,-1.487788120622846,-1.1914861268627943,-0.88301473568057,-0.5706523049662149
mp-17650,KGaS2,Monoclinic,C2/c,True,0.0,-1.292238078999997,4.0,-5.011303179673234,-4.936466266568019,-4.863330406914546,-4.788655246379397,-4.710705620323672,-4.606665966603331,-4.396426145744595,-4.137457171318914,-3.8436487299548787,-3.5475134747927335,-3.2488448909328627,-2.947513883620548,-2.643446277533969,-2.33660317250998,-2.0269765513276905,-1.7145705933544164,-1.3994074508523777
mp-15784,KGdS2,Trigonal,R-3m,True,0.0,-2.1295662498437515,4.0,-8.300993204263342,-8.224657632732303,-8.14974949699223,-8.072884378865584,-7.992248344992941,-7.884971938842526,-7.670905636580302,-7.407490395292254,-7.108585845121506,-6.806666291278577,-6.501477543059318,-6.19285423064035,-5.878084462992744,-5.553566091780066,-5.2256195446174125,-4.89428320307969,-4.5596113487756575
mp-15786,KHoS2,Trigonal,R-3m,True,0.0,-2.169231776093749,4.0,-8.421957462749186,-8.337189034502291,-8.253849078476897,-8.168684803173186,-8.079962080382789,-7.96480938071287,-7.743024322372195,-7.47196183871249,-7.165385171837289,-6.855673275348048,-6.542474534070497,-6.225515789405797,-5.904571547174273,-5.57944847906333,-5.243013107936025,-4.899283708614922,-4.551849827257676
mp-1223488,KIn5S8,Monoclinic,Cm,False,0.0002609108035693808,-0.9309095643273823,14.0,-12.505755883259852,-12.284718653016423,-12.054912095914105,-11.817531117300783,-11.566976807909256,-11.212823627011563,-10.435226584972579,-9.60314995194356,-8.72940362013841,-7.845841159374491,-6.951861548090793,-6.0471010512411425,-5.131402661821948,-4.2046996701079244,-3.267028792734301,-2.318482389776648,-1.3591768602977652
mp-1224365,KIn7S8,Monoclinic,Pm,False,0.0,-0.8533200700364579,16.0,-13.009271269718553,-12.746845560639292,-12.473451354582949,-12.192500763780027,-11.897147444853445,-11.496319852445149,-10.66983342700176,-9.786467387860625,-8.85894688045822,-7.919104141442176,-6.9663535630977265,-6.0003622146104005,-5.021026170772089,-4.028331821913265,-3.0223756165364932,-2.0033152266635454,-0.9713242486470458
mp-505412,KInS2,Monoclinic,C2/c,True,0.0,-1.1824234931666666,4.0,-4.568721340350906,-4.501765270095616,-4.4336217213959195,-4.363478696657788,-4.289667362796449,-4.189429161347186,-3.982701628640755,-3.7269837618730013,-3.436187012713715,-3.1428468357748702,-2.846773299045384,-2.5478497449369373,-2.2460175445857065,-1.9412460892728145,-1.633537726082701,-1.3229069986880138,-1.0093802050731089
mp-15781,KLaS2,Trigonal,R-3m,True,0.0,-2.19022247859375,4.0,-8.61335468327076,-8.555585293991511,-8.499018435077518,-8.440364003529762,-8.378082720080128,-8.289232578059517,-8.093601867801896,-7.84857143342232,-7.565612969115326,-7.27350486880988,-6.978245727208893,-6.679748943209516,-6.37798179871125,-6.072936486466952,-5.764636082171731,-5.453110675956225,-5.138404185123864
mp-8430,KLiS,Tetragonal,P4/nmm,True,0.0,-1.4257264944097219,3.0,-4.091479921143348,-4.027545479930061,-3.9615321622771082,-3.894412044767426,-3.824825972919614,-3.74107788376947,-3.6029517322805074,-3.415974989648568,-3.1942175611518797,-2.970323510672676,-2.7441755226430757,-2.515714605711503,-2.284917257733124,-1.9793259468461866,-1.6512886529836575,-1.3213863206933034,-0.9896254589740918
mp-1007636,KLuS2,Trigonal,R-3m,True,0.0,-2.157413131510415,4.0,-8.465688037598177,-8.404020952059469,-8.344040409945036,-8.282424178909338,-8.21736350774561,-8.125970284172487,-7.928061818578863,-7.681032428676728,-7.398695105235212,-7.113484769104569,-6.825114063803586,-6.533373052995954,-6.2381077562087945,-5.939195322405765,-5.636545856353852,-5.330081659408242,-5.012847633481364
mp-28383,KNaS,Orthorhombic,Pnma,True,0.0,-1.2855188080208322,3.0,-3.635256644329976,-3.5574698245095444,-3.4811362835067383,-3.403659667578541,-3.323690150118348,-3.2295575789252906,-3.0810448725323476,-2.8836608463857627,-2.627278898534662,-2.3076358015724767,-1.9863699532546404,-1.6633715771334465,-1.3385726045511337,-1.0119319414342094,-0.6834350243151057,-0.3530741051987105,-0.02085672951452544
mp-7938,KNbS2,Hexagonal,P6_3/mmc,True,0.008580634375000784,-1.4082770893124996,4.0,-5.468207254229449,-5.406912845123686,-5.34751537484045,-5.2866273159106,-5.222432662113643,-5.13206506620941,-4.935382259377594,-4.689827271565244,-4.409265951498688,-4.126193332999104,-3.840380099695146,-3.551678501082498,-3.2599957060897378,-2.965271049512526,-2.6674757855193043,-2.366594401297256,-2.062623138345277
mp-1006885,KNdS2,Trigonal,R-3m,True,0.0,-2.12665134171875,4.0,-8.288625043602574,-8.212812707964186,-8.137986288709602,-8.06068778109342,-7.979001681563963,-7.869945562661329,-7.6532527839012285,-7.3862388942751185,-7.080688589998576,-6.769838989154582,-6.449708896841445,-6.125270529389075,-5.796559573112173,-5.463631443026119,-5.12656621850535,-4.785440629054502,-4.440345231351001
mp-15782,KPrS2,Trigonal,R-3m,True,0.0,-2.111293942760417,4.0,-8.219894135895634,-8.142388876289461,-8.065973176120421,-7.987181775629377,-7.9041043534173125,-7.793763664176995,-7.575911723173735,-7.3069468383770655,-6.99986218400433,-6.655230733452802,-6.305339105470583,-5.951568284589895,-5.593928046362107,-5.2324489314698,-4.867185108524081,-4.49819879700212,-4.1255577521096125
mp-30533,KPt2S3,Trigonal,R-3m,True,0.0,-0.801813192864581,6.0,-4.659886685873522,-4.595423088986081,-4.533883669052959,-4.470065354282788,-4.401164848409033,-4.292822517600509,-4.024798011432898,-3.7063563567669675,-3.3511221545411,-2.9914328147916187,-2.6269702737248313,-2.257530006688066,-1.8829919410390552,-1.503290989734614,-1.11840787192968,-0.7283436745225522,-0.333126443753903
mp-28760,KRbS,Orthorhombic,Pnma,True,0.008087277500000045,-1.1761632682499992,3.0,-3.287310647905935,-3.2050957778688707,-3.124195304957978,-3.041962090334109,-2.9570224694883986,-2.85769592591464,-2.682093615695696,-2.4033410822666132,-2.090565493692584,-1.7763425094406458,-1.4604978102635888,-1.1429205832831757,-0.8235406869805786,-0.5023139179906995,-0.1792257128459802,0.1457347857403013,0.4725610687691679
mp-15559,KSb5S8,Monoclinic,Pc,True,0.0,-0.46007861901785574,14.0,-6.281880219174013,-6.184866384187187,-6.09391454327219,-5.997290130874683,-5.888357807194232,-5.675722968954294,-4.929269599935298,-4.122584450466759,-3.2731517144675237,-2.4129026940449343,-1.5413140999279804,-0.6580999293604783,0.23685018528716742,1.1435563143662293,2.061924737562183,2.877511122990338,4.0291869971721965
mp-11703,KSbS2,Monoclinic,C2/c,True,0.0,-0.8523867423437501,4.0,-3.3144193177584693,-3.270341293216929,-3.2280420544171284,-3.184123709584591,-3.1367101395278967,-3.062848973272615,-2.8604235418326125,-2.607857338439387,-2.319996675103712,-2.0293925528955654,-1.735870586261858,-1.4393296640722717,-1.139720485337783,-0.83702176921431,-0.5312472635221646,-0.2452819062958067,0.1086455895972609
mp-15783,KSmS2,Trigonal,R-3m,False,0.0,-2.1040121418124995,4.0,-8.197579104857558,-8.120136478013293,-8.042443305926676,-7.961077858920969,-7.874206511456613,-7.7589556612797015,-7.535179930278334,-7.260320275538491,-6.947977219569988,-6.628877645704294,-6.301926818074801,-5.967599880927674,-5.628900857624824,-5.285894491056428,-4.93866189702746,-4.587289132917354,-4.231867791834066
mp-541379,KSnS4,Monoclinic,P2_1/c,True,0.0,-0.8993866591249997,6.0,-5.287938628117862,-5.226800771746116,-5.151996948783056,-5.0726713953090075,-4.987440724887981,-4.8514027323046385,-4.504773096569287,-4.108988684725109,-3.677646114086082,-3.243059475001539,-2.804888420421321,-2.3629113245889535,-1.9169951594805106,-1.4670629191016715,-1.013083403656239,-0.5550525178898482,-0.09298638909204193
mp-31308,KTaS5,Monoclinic,P2_1/c,True,0.0,-1.1647104620833326,7.0,-8.04669449602188,-7.98073755605855,-7.914988376358582,-7.844874694096086,-7.767885700540989,-7.627983108409571,-7.225486429413779,-6.773766745097608,-6.286233199111672,-5.795067434632773,-5.2998285045431555,-4.800227788974805,-4.2960971331848,-3.7873244135899724,-3.2738518108637393,-2.7556446634623075,-2.232697430439263
mp-999129,KTbS2,Trigonal,R-3m,True,0.0,-2.1710495648437504,4.0,-8.440706165209372,-8.35843219508212,-8.277493418428378,-8.194457741266076,-8.107441789390059,-7.9935253211724255,-7.772518391988345,-7.501821538133001,-7.195253968958725,-6.885265115343235,-6.571581094402253,-6.2539992248132,-5.93114564736557,-5.598120602695305,-5.259092888630485,-4.916138509174376,-4.5693386931296
mp-1018051,KTiS2,Trigonal,R-3m,True,0.05575627750000045,-1.5779446938958328,4.0,-6.158451968247244,-6.099572561263873,-6.042173448028663,-5.982914776877005,-5.920028217392936,-5.830661932363748,-5.634637377900475,-5.389310523785371,-5.1071874218851505,-4.8199132329837315,-4.529817587696344,-4.236728897616409,-3.9405284209091764,-3.6411275087459014,-3.3384683952401017,-3.032502401801896,-2.718494464545916
mp-1211499,KTlS2,Monoclinic,C2/c,False,0.0015820440277782843,-0.8643047720208346,4.0,-3.3037982957722556,-3.244617110946959,-3.1840204329599415,-3.115424382577543,-3.0430936915178073,-2.944266692024423,-2.73887677470601,-2.484432264633212,-2.1948508320590197,-1.9026710408870082,-1.6077071048282257,-1.309847548447019,-1.0090347793101007,-0.7052433708512567,-0.3459493707301471,0.06070498913888578,0.46986364448656737
mp-1103728,KV5S8,Monoclinic,C2/m,True,0.06173917464285239,-1.2836090855178566,14.0,-17.675570338127496,-17.544374952339226,-17.418785531188156,-17.28722297369994,-17.143393962150107,-16.896292554712083,-16.225607368010778,-15.499924375052817,-14.731716628128797,-13.952526767896114,-13.16145320793911,-12.357867923425633,-11.541354799718789,-10.711634658833972,-9.868531749147095,-9.011920780321752,-8.141710865314089
mp-1006888,KYS2,Trigonal,R-3m,True,0.0,-2.1730211298437485,4.0,-8.554828268517545,-8.499743668089186,-8.446161126450185,-8.390724209047406,-8.331616909660347,-8.245971844618314,-8.053640526517794,-7.81206287601424,-7.535102668972914,-7.2552539027844585,-6.97229140679966,-6.686071576236338,-6.396508835036803,-6.103550809440977,-5.805714641579167,-5.496422140502055,-5.18364902638398
mp-1002123,KZrS2,Trigonal,R-3m,True,0.0,-1.7386569630624988,4.0,-6.803994624517548,-6.746050570252365,-6.689864573118252,-6.632037704910205,-6.570717684339067,-6.482995670512806,-6.28868275523712,-6.045172219793461,-5.763983434180894,-5.478992994121412,-5.191283704298752,-4.900707814208602,-4.607163164904739,-4.310580799738554,-4.010919535712098,-3.708146240693482,-3.402246791876271
mp-973441,La(ErS2)3,Monoclinic,P2_1/m,True,0.0,-2.4203908949999997,10.0,-23.874273851593777,-23.751444925379666,-23.630895787274888,-23.504758230100595,-23.368939458080664,-23.15531853237828,-22.623724265577586,-22.085295455016038,-21.536294898391702,-20.972084655564576,-20.398246278327946,-19.814382406796636,-19.220221578931834,-18.615567046994475,-17.998567913395366,-17.338579084240525,-16.668868874838545
mp-1188862,La(HoS2)3,Monoclinic,P2_1/m,True,0.0,-2.435923489187496,10.0,-24.009721744278547,-23.882651657324125,-23.75823758276259,-23.628685936413518,-23.490000310540356,-23.273991361891095,-22.74030756413711,-22.199863845620648,-21.64867426071182,-21.081830360901442,-20.50462453386402,-19.916370255595616,-19.316494462772226,-18.704495697078023,-18.05902158401031,-17.392176679879775,-16.714758449603792
mp-1106254,La(LuS2)3,Monoclinic,P2_1/m,True,0.0,-2.4176524016874965,10.0,-24.117184083325398,-24.063707463120494,-24.01366106891682,-23.95904299399675,-23.895632961628564,-23.755191879894653,-23.297427299006785,-22.833372300388007,-22.359190184405207,-21.870140404295583,-21.371708123812834,-20.863396485740605,-20.344846967875263,-19.81576954372978,-19.2759425845132,-18.725182726134108,-18.142653500774195
mp-1103974,La(Mo3S4)2,Trigonal,R-3,True,0.0,-1.098801223833334,15.0,-16.654821485048796,-16.65101656664572,-16.656253447834224,-16.657000015286062,-16.646148531003718,-16.532064303838254,-15.994070280084673,-15.446776920349848,-14.885881732576454,-14.306371113804305,-13.713606042809005,-13.107045410581048,-12.486348355616325,-11.851278832846653,-11.201685774428952,-10.537475509569383,-9.858590932021663
mp-1106294,La(TmS2)3,Monoclinic,P2_1/m,True,0.0,-2.432671356187498,10.0,-23.98356863038945,-23.858693800033095,-23.73704398243238,-23.610642145202497,-23.475187170030107,-23.26227206325124,-22.73159504720285,-22.194279372764377,-21.646631367716303,-21.084075277750607,-20.512285933408585,-19.930971690719435,-19.339985459308334,-18.739257972391812,-18.128794579465723,-17.484812393196663,-16.825499664634563
mp-1211293,La(YS2)3,Monoclinic,P2_1/m,True,0.0,-2.438558225687501,10.0,-24.339761162491037,-24.289380529219052,-24.241876668043552,-24.189145065624107,-24.126943680187807,-23.987095605649035,-23.52941099884235,-23.06505975002119,-22.590357514840818,-22.100740976159635,-21.60188185522732,-21.093482289489884,-20.575388969989298,-20.04752330206729,-19.5054847690229,-18.929588529851173,-18.343790571519534
mp-36395,La2CdS4,Tetragonal,I-42d,False,0.09026565214285487,-1.937555057142857,7.0,-13.447051166644304,-13.39200146118576,-13.338261241647412,-13.270436874005789,-13.196086472161259,-13.06962104146627,-12.73082944119976,-12.32734403704314,-11.874704873823376,-11.404304352866209,-10.928191033194732,-10.446220877000318,-9.958346473697166,-9.46456193383177,-8.964912562915606,-8.459459051013926,-7.948286544852003
mp-1223418,La2CeS4,Tetragonal,I-42d,False,0.03955752857142869,-2.4106369700000068,7.0,-16.704777742614397,-16.63583310568547,-16.568537903891645,-16.49703366411528,-16.41854943356245,-16.287338680144558,-15.943036871421597,-15.588389603110757,-15.218674703114088,-14.829736041897602,-14.433734112981991,-14.030623339459284,-13.62043818875582,-13.203247394416465,-12.779159484215228,-12.348294224757762,-11.910785475004396
mp-31273,La2CuS4,Monoclinic,P2_1/c,True,0.0,-1.8872457930357132,7.0,-13.089540933725255,-13.033822084380228,-12.980538284514497,-12.923863190356965,-12.861071452057155,-12.746453849025666,-12.419700779640765,-12.08810984252164,-11.74597840228589,-11.385244022719744,-11.013681023327191,-10.629551336139489,-10.238682038833254,-9.841122172773247,-9.43696057355333,-9.026301461321161,-8.609264185009597
mp-622086,La2GeS5,Monoclinic,P2_1/c,True,0.0,-1.8334557503125062,8.0,-14.6095960120314,-14.563643750070867,-14.519810494013665,-14.471867387812534,-14.416839515984563,-14.297943761703973,-13.915005448966667,-13.527269864489575,-13.128867627837593,-12.683345577135542,-12.227824496130328,-11.76543998709363,-11.296141642067195,-10.819933020521589,-10.336867010645499,-9.847022448449803,-9.350498051061955
mp-1197947,La2HfS5,Orthorhombic,Pnma,True,0.0,-2.2748515233203115,8.0,-18.14793052386197,-18.10290155594898,-18.059420520715502,-18.011241979225744,-17.955397234579998,-17.835116643549412,-17.45025455018483,-17.060098734855035,-16.65882231077679,-16.238308126853788,-15.810555963568193,-15.375393136929556,-14.932755765382698,-14.482636007662315,-14.025076387651767,-13.560146413487132,-13.087939620143196
mp-1232227,La2MgS4,Orthorhombic,Pnma,False,0.05215580000000042,-2.203430240714286,7.0,-15.344690248734127,-15.299159995074337,-15.255815011135336,-15.20878127734149,-15.1552888773294,-15.049579878274596,-14.723908289479322,-14.39063363628713,-14.046359341252089,-13.683154594838147,-13.28191181780856,-12.808990573950807,-12.330165082984319,-11.84543049188612,-11.354828996876083,-10.858425433741601,-10.356300803485802
mp-36538,La2PbS4,Tetragonal,I-42d,False,0.01954925142857089,-1.9851984828571436,7.0,-13.792725669068133,-13.740486433776102,-13.690146413377683,-13.627654151389944,-13.558494900646789,-13.437179163831836,-13.103536221014833,-12.764981823895742,-12.415921125867621,-12.048405698075358,-11.674549394665638,-11.294254817203829,-10.90750979374227,-10.514337454882376,-10.114801761885222,-9.708984133426732,-9.296981116968023
mp-558724,La2SiS5,Monoclinic,P2_1/c,True,0.0,-1.908254534882813,8.0,-15.16305235525741,-15.106847332354848,-15.053102301001054,-14.995437086290913,-14.930804222604193,-14.802387427338044,-14.410001660183038,-14.012909827175175,-13.605260167198411,-13.178917909837375,-12.7458662526857,-12.305919038156002,-11.85899994752671,-11.400458967174124,-10.90879848520919,-10.41038328882692,-9.905310022293694
mp-37386,La2SmS4,Tetragonal,I-42d,False,0.035033712857143406,-2.3953712107142855,7.0,-16.59895817163556,-16.528592112171747,-16.458521909566624,-16.38288909070254,-16.298960014284777,-16.16103375116819,-15.808817282619579,-15.449628935868793,-15.077529769371854,-14.682738945090868,-14.276457221872741,-13.859176930256258,-13.433955805533216,-13.000919584927827,-12.560221362727027,-12.112026508479921,-11.656505156215506
mp-12170,La2SnS5,Orthorhombic,Pbam,True,0.0,-1.8388573678124995,8.0,-14.598369613786872,-14.537197163324196,-14.463435733067588,-14.384197400793708,-14.297437965638487,-14.146490390995876,-13.731273279609773,-13.31112830623669,-12.880267968453657,-12.430605171649832,-11.974168716362303,-11.510805610780759,-11.040470629099616,-10.56317147651157,-10.07896311406638,-9.587929559927588,-9.09016953122265
mp-1198687,La2ZrS5,Orthorhombic,Pnma,True,0.0,-2.291879551562502,8.0,-18.235040665441982,-18.17800213016299,-18.12273746941976,-18.063006426429162,-17.995817502819758,-17.864372035307767,-17.4684829107227,-17.067393342920404,-16.65292789352933,-16.218348900492906,-15.776961010334652,-15.328582211189316,-14.873129965752126,-14.410572594855516,-13.940926711619507,-13.46422969483365,-12.980541913695669
