,Limiting_reaction,Name,delta_H,dGr_lim
343,I step,K2S3/K2S5,0.2446061616071432,0.354395914574539
268,I step,Na2S/Na2S5,0.6620923457142862,0.3547143796985912
272,I step,NaS/NaS2,0.2985794441145838,0.35561772844428874
175,II step,InS/In3S4,0.029967206584822104,0.3558154174819319
106,II step,TiS2/TiS3,0.26585181215277776,0.3602058322050343
53,II step,Ni9S8/NiS,0.0003440266911759471,0.36033198659414367
34,II step,Sn2S3/SnS2,-1.3610687499499008e-05,0.36474748084199593
36,II step,SnS/SnS2,-0.0017283042187490882,0.36986710131000256
460,II step,KBS2/K2B2S7,0.1535520328617429,0.37008005852660153
35,II step,SnS/Sn2S3,-0.0017146935312495892,0.3749867217780092
350,I step,Gd2S3/GdS2,0.3729125621458307,0.37524482384772107
486,II step,LiTiS2/Li2Ti2S5,0.16266917504629586,0.37593041336813826
421,I step,SbS/Sb2S5,0.03155134252232471,0.3783607597293639
271,I step,NaS/Na2S5,0.3969581136830358,0.379948657058219
365,II step,CoS/CoS2,-0.0787606304687512,0.3845226327306851
492,II step,Li(NiS)2/Li(NiS2)2,0.08501985761904696,0.38533979272650054
485,I step,KAuS/KAuS5,0.4710270463095258,0.385421638066789
503,I step,CsSbS2/CsSbS6,0.41243547492187815,0.38650905387574996
469,I step,K2PtS2/K2PtS15,0.7744102861423617,0.38810242833668646
235,II step,Cu2S/CuS,-0.0781887914409746,0.39014297003839193
219,I step,HfS2/HfS3,0.43327083726562776,0.3914472879581652
64,I step,Cs2S5/CsS3,0.08884178293526923,0.3976497094828275
443,I step,Li2Cu2S3/LiCuS2,0.08591677559709898,0.39923215877561624
371,I step,As4S3/AsS2,0.0273573333184529,0.39968943559266545
328,I step,IrS2/Ir3S8,0.08101002767044818,0.4015790188466877
33,II step,NbS2/NbS3,0.19916254812499878,0.4039015488062123
509,II step,Cu3SbS3/Cu3SbS4,-0.03489722345638441,0.4073038729102971
521,II step,Cu3AsS3/Cu3AsS4,-0.038352313512946906,0.4094409553885323
149,II step,Tl2S/Tl2S5,0.012424203541667844,0.4096503994262208
230,II step,BaS/BaS3,0.8955131368750002,0.4108794364567574
488,I step,Ag3AsS3/Ag3AsS4,0.019097932165177217,0.41599883394491355
487,I step,CsGaS2/CsGaS3,0.24372388121874877,0.42230303243169676
294,II step,TaS2/TaS3,0.20749947831944016,0.42251973012431154
152,II step,Tl4S3/Tl2S5,-0.0038748669047612982,0.4264679171528492
359,II step,Co9S8/Co2S3,-0.0408017103051469,0.428382470477114
273,I step,NaS2/Na2S5,0.09837866956845198,0.4286105142860799
389,II step,Cr2S3/Cr5S8,0.014672270038459612,0.434820998162472
220,II step,Sm2S3/SmS2,0.29572840700000125,0.43589862343607066
506,II step,K4Nb2S11/K2NbS7,0.10612072127794026,0.43694683729393535
